OtsuT,KittlerT,LloydT,SungT,RidlerT,HuangT,RameshT,Li1T,Li2T,BrinkT,KapurT,SahooT,ShanbhagT,YenT,TsaiT
0.558824,0.539216,0.246148,0.601961,0.559388,0.641176,0.543137,0.500444,0.523529,0.543137,0.578431,0.58728,0.456863,0.594118,0.637255
0.543137,0.511765,0.223482,0.578431,0.544723,0.621569,0.531373,0.482301,0.507843,0.539216,0.554902,0.565904,0.433333,0.570588,0.62549
0.531373,0.484314,0.202704,0.570588,0.532929,0.594118,0.527451,0.465475,0.496078,0.527451,0.55098,0.561909,0.421569,0.570588,0.617647
0.523529,0.460784,0.183081,0.558824,0.524984,0.570588,0.519608,0.451409,0.484314,0.511765,0.527451,0.543717,0.405882,0.55098,0.609804
0.507843,0.437255,0.166442,0.547059,0.516418,0.55098,0.519608,0.437214,0.472549,0.492157,0.507843,0.525281,0.390196,0.531373,0.601961
0.5,0.417647,0.144558,0.535294,0.508383,0.535294,0.511765,0.423653,0.460784,0.488235,0.5,0.51149,0.386275,0.519608,0.594118
0.62549,0.652941,0.352873,0.672549,0.625282,0.731373,0.484314,0.582575,0.598039,0.562745,0.672549,0.655733,0.429412,0.688235,0.668627
0.496078,0.394118,0.127916,0.527451,0.501344,0.503922,0.515686,0.412552,0.445098,0.492157,0.496078,0.497293,0.382353,0.503922,0.590196
0.652941,0.64902,0.594081,0.668627,0.654685,0.656863,0.37451,0.650978,0.652941,0.511765,0.660784,0.659934,0.605882,0.660784,0.676471
0.601961,0.598039,0.535449,0.617647,0.603565,0.605882,0.331373,0.5992,0.598039,0.464706,0.609804,0.608944,0.55098,0.609804,0.629412
0.554902,0.547059,0.484415,0.570588,0.558658,0.558824,0.319608,0.551996,0.55098,0.42549,0.566667,0.565353,0.503922,0.566667,0.586275
0.515686,0.503922,0.437741,0.531373,0.516931,0.515686,0.307843,0.509143,0.511765,0.398039,0.515686,0.515254,0.460784,0.515686,0.547059
0.476471,0.460784,0.395721,0.492157,0.477259,0.476471,0.319608,0.469317,0.472549,0.390196,0.480392,0.479946,0.42549,0.480392,0.507843
0.405882,0.390196,0.324423,0.42549,0.410445,0.405882,0.696078,0.399679,0.401961,0.378431,0.413725,0.412813,0.362745,0.413725,0.445098
0.378431,0.358824,0.29582,0.394118,0.380224,0.358824,0.672549,0.370909,0.37451,0.370588,0.382353,0.382353,0.335294,0.382353,0.413725
0.35098,0.327451,0.268446,0.370588,0.355717,0.335294,0.652941,0.34393,0.347059,0.366667,0.354902,0.354428,0.307843,0.354902,0.386275
0.327451,0.3,0.242042,0.339216,0.32913,0.323529,0.633333,0.317276,0.323529,0.362745,0.331373,0.331373,0.378431,0.331373,0.362745
0.303922,0.276471,0.219022,0.319608,0.308656,0.3,0.641176,0.296194,0.3,0.362745,0.303922,0.303922,0.354902,0.303922,0.339216
0.284314,0.252941,0.1989,0.3,0.28616,0.276471,0.609804,0.273565,0.276471,0.362745,0.284314,0.284314,0.343137,0.284314,0.319608
0.264706,0.233333,0.183913,0.280392,0.269303,0.241176,0.605882,0.254441,0.260784,0.366667,0.272549,0.270455,0.311765,0.256863,0.3
0.24902,0.213725,0.164429,0.260784,0.253688,0.241176,0.590196,0.23792,0.241176,0.366667,0.245098,0.245098,0.3,0.245098,0.280392
0.233333,0.198039,0.148822,0.241176,0.235042,0.221569,0.57451,0.221918,0.22549,0.362745,0.233333,0.232326,0.260784,0.22549,0.264706
0.441176,0.42549,0.358994,0.456863,0.442297,0.437255,0.347059,0.433817,0.437255,0.386275,0.445098,0.444643,0.390196,0.445098,0.476471
0.217647,0.178431,0.135918,0.229412,0.219567,0.205882,0.558824,0.206606,0.213725,0.358824,0.217647,0.217647,0.194118,0.217647,0.24902
0.468627,0.064706,0.374999,0.260784,0.469652,0.919608,0.754902,0.275556,0.386275,0.735294,0.860784,0.894346,0.876471,0.911765,0.727451
0.468627,0.037255,0.364565,0.24902,0.467638,0.907843,0.715686,0.273107,0.386275,0.7,0.845098,0.873584,0.856863,0.892157,0.707843
0.468627,0.021569,0.355139,0.794118,0.467763,0.892157,0.680392,0.270845,0.382353,0.676471,0.82549,0.853734,0.837255,0.872549,0.688235
0.468627,0.013725,0.343169,0.798039,0.470348,0.872549,0.64902,0.269331,0.382353,0.64902,0.809804,0.844761,0.82549,0.868627,0.672549
0.476471,0.009804,0.33305,0.794118,0.482219,0.880392,0.621569,0.268845,0.382353,0.62549,0.77451,0.829139,0.805882,0.856863,0.664706
0.656863,0.005882,0.313677,0.778431,0.674248,0.829412,0.57451,0.271144,0.398039,0.586275,0.762745,0.79419,0.782353,0.821569,0.641176
0.680392,0.005882,0.300525,0.770588,0.682115,0.845098,0.562745,0.274838,0.421569,0.570588,0.743137,0.777888,0.766667,0.805882,0.633333
0.680392,0.005882,0.289006,0.762745,0.689682,0.813725,0.539216,0.281434,0.617647,0.558824,0.727451,0.763502,0.75098,0.794118,0.629412
0.672549,0.005882,0.278348,0.747059,0.681969,0.813725,0.523529,0.606626,0.633333,0.543137,0.707843,0.746938,0.735294,0.778431,0.621569
0.664706,0.005882,0.265602,0.743137,0.678139,0.786275,0.515686,0.611495,0.633333,0.539216,0.692157,0.733353,0.715686,0.766667,0.621569
0.668627,0.005882,0.254133,0.727451,0.671639,0.790196,0.507843,0.608536,0.62549,0.527451,0.672549,0.717699,0.7,0.75098,0.617647
0.656863,0.005882,0.242695,0.719608,0.662665,0.77451,0.511765,0.605944,0.629412,0.511765,0.656863,0.703764,0.684314,0.739216,0.613725
0.652941,0.005882,0.230815,0.711765,0.654175,0.766667,0.492157,0.603819,0.617647,0.523529,0.641176,0.688762,0.672549,0.723529,0.609804
0.64902,0.005882,0.218053,0.7,0.649353,0.739216,0.503922,0.598321,0.613725,0.515686,0.62549,0.676071,0.656863,0.711765,0.609804
0.503922,0.005882,0.322757,0.786275,0.513024,0.864706,0.598039,0.269324,0.390196,0.605882,0.782353,0.811358,0.801961,0.837255,0.64902
0.641176,0.005882,0.205476,0.692157,0.641742,0.747059,0.492157,0.585706,0.609804,0.492157,0.609804,0.663123,0.641176,0.7,0.605882
0.735294,0.747059,0.65047,0.747059,0.737245,0.758824,0.480392,0.736753,0.735294,0.590196,0.707843,0.707843,0.582353,0.707843,0.715686
0.692157,0.703922,0.599874,0.703922,0.693928,0.715686,0.417647,0.693281,0.692157,0.535294,0.660784,0.660784,0.519608,0.660784,0.668627
0.652941,0.664706,0.550487,0.664706,0.653586,0.676471,0.362745,0.651769,0.652941,0.507843,0.613725,0.613725,0.468627,0.613725,0.62549
0.613725,0.62549,0.50767,0.62549,0.61522,0.641176,0.323529,0.614222,0.613725,0.480392,0.57451,0.57451,0.42549,0.57451,0.590196
0.578431,0.590196,0.465872,0.590196,0.579522,0.605882,0.382353,0.577241,0.578431,0.445098,0.535294,0.535294,0.401961,0.535294,0.55098
0.515686,0.523529,0.395532,0.523529,0.515507,0.539216,0.331373,0.512924,0.511765,0.42549,0.464706,0.464706,0.335294,0.464706,0.484314
0.484314,0.503922,0.364573,0.496078,0.485723,0.511765,0.311765,0.482956,0.484314,0.409804,0.433333,0.433333,0.307843,0.433333,0.452941
0.456863,0.468627,0.336088,0.468627,0.457373,0.488235,0.296078,0.454375,0.452941,0.398039,0.405882,0.405882,0.3,0.405882,0.421569
0.429412,0.445098,0.309053,0.445098,0.431322,0.456863,0.594118,0.429429,0.429412,0.378431,0.378431,0.378431,0.264706,0.378431,0.394118
0.405882,0.417647,0.285344,0.417647,0.40661,0.433333,0.570588,0.403342,0.401961,0.362745,0.358824,0.358598,0.268627,0.354902,0.37451
0.382353,0.394118,0.26537,0.394118,0.383296,0.409804,0.55098,0.379924,0.382353,0.358824,0.335294,0.335069,0.252941,0.331373,0.35098
0.358824,0.37451,0.242156,0.37451,0.362473,0.386275,0.527451,0.358994,0.358824,0.362745,0.311765,0.31155,0.217647,0.311765,0.327451
0.339216,0.35098,0.223482,0.35098,0.340918,0.366667,0.507843,0.337376,0.339216,0.362745,0.292157,0.292157,0.205882,0.292157,0.307843
0.319608,0.331373,0.207158,0.331373,0.321453,0.347059,0.492157,0.317841,0.319608,0.366667,0.272549,0.272549,0.201961,0.272549,0.288235
0.547059,0.558824,0.429648,0.558824,0.546855,0.570588,0.354902,0.544418,0.543137,0.441176,0.5,0.5,0.366667,0.5,0.515686
0.303922,0.311765,0.190268,0.315686,0.304079,0.323529,0.472549,0.300397,0.3,0.366667,0.252941,0.252941,0.190196,0.252941,0.272549
0.001961,0.833333,0.444467,0.001961,0.899881,0.903922,0.813725,0.898545,0.001961,0.813725,0.84902,0.848963,0.9,0.84902,0.829412
0.001961,0.801961,0.43418,0.001961,0.880995,0.880392,0.782353,0.881092,0.001961,0.786275,0.813725,0.813725,0.880392,0.813725,0.809804
0.001961,0.77451,0.862805,0.856863,0.862805,0.856863,0.75098,0.862899,0.001961,0.758824,0.786275,0.786275,0.860784,0.786275,0.790196
0.841176,0.747059,0.414089,0.837255,0.842776,0.84902,0.719608,0.842634,0.001961,0.735294,0.766667,0.766667,0.841176,0.766667,0.770588
0.821569,0.719608,0.404257,0.817647,0.827389,0.829412,0.692157,0.827469,0.001961,0.707843,0.747059,0.746895,0.821569,0.747059,0.758824
0.782353,0.668627,0.385422,0.782353,0.78817,0.794118,0.637255,0.79064,0.782353,0.664706,0.692157,0.692157,0.790196,0.692157,0.727451
0.77451,0.641176,0.375151,0.77451,0.774438,0.77451,0.613725,0.77415,0.77451,0.645098,0.668627,0.668627,0.770588,0.668627,0.715686
0.754902,0.617647,0.761005,0.762745,0.761005,0.762745,0.586275,0.761014,0.754902,0.621569,0.645098,0.645098,0.754902,0.645098,0.7
0.739216,0.598039,0.745171,0.747059,0.745171,0.747059,0.562745,0.745155,0.739216,0.613725,0.62549,0.62549,0.739216,0.62549,0.684314
0.723529,0.578431,0.346734,0.727451,0.726774,0.727451,0.543137,0.726353,0.715686,0.586275,0.605882,0.605882,0.723529,0.605882,0.672549
0.707843,0.558824,0.338038,0.711765,0.71143,0.711765,0.519608,0.710968,0.707843,0.582353,0.586275,0.586275,0.707843,0.586275,0.660784
0.696078,0.535294,0.328951,0.696078,0.696431,0.696078,0.503922,0.695926,0.696078,0.562745,0.566667,0.566667,0.692157,0.566667,0.64902
0.676471,0.519608,0.320714,0.676471,0.682223,0.684314,0.484314,0.68545,0.676471,0.539216,0.547059,0.547059,0.676471,0.547059,0.637255
0.660784,0.5,0.31115,0.668627,0.667944,0.668627,0.464706,0.667338,0.660784,0.531373,0.527451,0.527451,0.660784,0.527451,0.621569
0.805882,0.696078,0.394432,0.805882,0.810186,0.809804,0.664706,0.810253,0.805882,0.684314,0.715686,0.715686,0.805882,0.715686,0.743137
0.652941,0.476471,0.302901,0.652941,0.654042,0.652941,0.445098,0.657442,0.652941,0.519608,0.511765,0.511765,0.64902,0.511765,0.613725
0.711765,0.97451,0.621522,0.978431,0.929303,0.947059,0.668627,0.92584,0.692157,0.801961,0.911765,0.911765,0.601961,0.911765,0.911765
0.688235,0.970588,0.578402,0.978431,0.91665,0.958824,0.617647,0.914317,0.668627,0.833333,0.896078,0.896078,0.543137,0.896078,0.896078
0.668627,0.962745,0.545921,0.97451,0.908426,0.927451,0.656863,0.903251,0.629412,0.845098,0.876471,0.876471,0.492157,0.876471,0.880392
0.633333,0.958824,0.548195,0.966667,0.897241,0.919608,0.645098,0.890962,0.605882,0.82549,0.860784,0.860784,0.445098,0.860784,0.860784
0.617647,0.95098,0.524832,0.962745,0.889563,0.907843,0.633333,0.882544,0.57451,0.841176,0.845098,0.845098,0.401961,0.845098,0.84902
0.582353,0.943137,0.480256,0.954902,0.86918,0.888235,0.621569,0.863114,0.539216,0.817647,0.813725,0.813725,0.327451,0.813725,0.817647
0.582353,0.935294,0.460444,0.95098,0.860663,0.880392,0.594118,0.853715,0.527451,0.801961,0.798039,0.798039,0.296078,0.798039,0.801961
0.582353,0.931373,0.4444,0.947059,0.854015,0.868627,0.582353,0.846351,0.519608,0.790196,0.782353,0.782353,0.268627,0.782353,0.790196
0.558824,0.927451,0.428397,0.943137,0.845957,0.864706,0.598039,0.837337,0.503922,0.77451,0.770588,0.770588,0.241176,0.770588,0.77451
0.539216,0.919608,0.416953,0.939216,0.837907,0.852941,0.578431,0.828273,0.488235,0.758824,0.758824,0.758824,0.217647,0.758824,0.758824
0.82549,0.915686,0.404195,0.935294,0.831744,0.845098,0.558824,0.821288,0.468627,0.747059,0.743137,0.743137,0.198039,0.743137,0.747059
0.817647,0.911765,0.390088,0.931373,0.824001,0.837255,0.547059,0.812449,0.492157,0.731373,0.727451,0.727451,0.178431,0.727451,0.731373
0.805882,0.903922,0.379078,0.927451,0.818116,0.829412,0.543137,0.805695,0.476471,0.719608,0.715686,0.715686,0.158824,0.715686,0.719608
0.798039,0.9,0.368263,0.923529,0.812254,0.821569,0.570588,0.798922,0.460784,0.707843,0.703922,0.703922,0.147059,0.703922,0.707843
0.609804,0.947059,0.501574,0.958824,0.877975,0.9,0.64902,0.872765,0.566667,0.833333,0.829412,0.829412,0.362745,0.829412,0.833333
0.786275,0.896078,0.35591,0.919608,0.804811,0.813725,0.554902,0.790261,0.786275,0.692157,0.688235,0.688235,0.131373,0.688235,0.692157
0.711765,0.884314,0.539665,0.817647,0.716511,0.731373,0.609804,0.666218,0.680392,0.641176,0.837255,0.837239,0.413725,0.864706,0.696078
0.684314,0.860784,0.485726,0.786275,0.683864,0.766667,0.605882,0.622377,0.641176,0.609804,0.813725,0.813258,0.354902,0.845098,0.652941
0.652941,0.837255,0.44216,0.762745,0.654617,0.739216,0.586275,0.587356,0.62549,0.586275,0.786275,0.789707,0.315686,0.82549,0.613725
0.629412,0.817647,0.405584,0.735294,0.630503,0.711765,0.547059,0.563441,0.598039,0.547059,0.790196,0.760658,0.280392,0.809804,0.586275
0.605882,0.798039,0.376284,0.711765,0.607527,0.676471,0.578431,0.544304,0.57451,0.594118,0.770588,0.728104,0.256863,0.77451,0.562745
0.566667,0.754902,0.321543,0.668627,0.568414,0.609804,0.566667,0.497938,0.531373,0.594118,0.731373,0.728939,0.237255,0.758824,0.527451
0.55098,0.735294,0.301318,0.64902,0.552494,0.57451,0.554902,0.478384,0.511765,0.590196,0.707843,0.720722,0.233333,0.75098,0.519608
0.535294,0.715686,0.285882,0.629412,0.535988,0.535294,0.547059,0.460883,0.496078,0.590196,0.7,0.704876,0.22549,0.735294,0.515686
0.519608,0.692157,0.269657,0.609804,0.523647,0.558824,0.535294,0.443708,0.480392,0.570588,0.688235,0.691804,0.22549,0.719608,0.519608
0.507843,0.676471,0.258694,0.598039,0.5098,0.519608,0.531373,0.427684,0.468627,0.562745,0.672549,0.678236,0.22549,0.707843,0.519608
0.496078,0.656863,0.244397,0.578431,0.497766,0.476471,0.523529,0.412129,0.456863,0.554902,0.656863,0.665213,0.221569,0.692157,0.515686
0.488235,0.629412,0.233636,0.558824,0.487704,0.492157,0.507843,0.399586,0.441176,0.547059,0.645098,0.653206,0.229412,0.680392,0.519608
0.472549,0.617647,0.223464,0.55098,0.476734,0.452941,0.507843,0.387414,0.433333,0.539216,0.637255,0.645008,0.237255,0.672549,0.523529
0.468627,0.598039,0.218379,0.535294,0.46808,0.405882,0.484314,0.374806,0.417647,0.531373,0.621569,0.633759,0.245098,0.660784,0.523529
0.586275,0.77451,0.346553,0.692157,0.586891,0.645098,0.578431,0.5209,0.55098,0.613725,0.747059,0.749858,0.245098,0.778431,0.543137
0.456863,0.57451,0.210464,0.515686,0.458381,0.413725,0.476471,0.364174,0.413725,0.523529,0.617647,0.627113,0.241176,0.652941,0.523529
0.747059,0.801961,0.696997,0.809804,0.751491,0.790196,0.476471,0.737445,0.739216,0.688235,0.758824,0.758085,0.417647,0.743137,0.805882
0.711765,0.766667,0.654408,0.77451,0.713494,0.762745,0.5,0.697284,0.7,0.660784,0.723529,0.722598,0.370588,0.711765,0.782353
0.680392,0.735294,0.615313,0.747059,0.681201,0.707843,0.496078,0.661588,0.664706,0.64902,0.692157,0.691615,0.331373,0.672549,0.758824
0.64902,0.7,0.576262,0.715686,0.650084,0.727451,0.496078,0.629521,0.637255,0.62549,0.656863,0.656085,0.288235,0.62549,0.739216
0.621569,0.668627,0.544745,0.688235,0.623295,0.680392,0.488235,0.59865,0.605882,0.590196,0.645098,0.643686,0.268627,0.590196,0.719608
0.57451,0.605882,0.482112,0.641176,0.574847,0.660784,0.472549,0.540845,0.554902,0.578431,0.586275,0.586151,0.217647,0.586275,0.684314
0.55098,0.578431,0.457891,0.613725,0.554036,0.617647,0.456863,0.516187,0.531373,0.562745,0.562745,0.561512,0.703922,0.523529,0.668627
0.527451,0.55098,0.431046,0.590196,0.532131,0.609804,0.445098,0.493149,0.511765,0.531373,0.531373,0.531373,0.688235,0.531373,0.656863
0.511765,0.523529,0.407282,0.570588,0.512634,0.590196,0.44902,0.474167,0.488235,0.515686,0.515686,0.515686,0.664706,0.515686,0.641176
0.492157,0.496078,0.387487,0.55098,0.496689,0.570588,0.437255,0.454458,0.472549,0.5,0.492157,0.492157,0.162745,0.492157,0.62549
0.476471,0.468627,0.367341,0.531373,0.480623,0.543137,0.413725,0.434844,0.456863,0.488235,0.468627,0.468495,0.154902,0.464706,0.613725
0.460784,0.445098,0.34478,0.511765,0.465698,0.55098,0.409804,0.419141,0.437255,0.476471,0.456863,0.456212,0.609804,0.437255,0.598039
0.44902,0.417647,0.328421,0.492157,0.450841,0.488235,0.398039,0.403198,0.421569,0.460784,0.441176,0.440333,0.601961,0.417647,0.586275
0.433333,0.398039,0.309165,0.476471,0.434694,0.476471,0.398039,0.38839,0.409804,0.456863,0.437255,0.435959,0.139216,0.401961,0.57451
0.594118,0.637255,0.51331,0.660784,0.598572,0.64902,0.476471,0.567828,0.578431,0.582353,0.601961,0.601387,0.245098,0.582353,0.7
0.421569,0.37451,0.29382,0.460784,0.425019,0.456863,0.378431,0.372398,0.394118,0.445098,0.417647,0.416918,0.135294,0.398039,0.562745
0.641176,0.684314,0.603448,0.676471,0.641851,0.64902,0.433333,0.634248,0.637255,0.558824,0.7,0.699529,0.441176,0.7,0.707843
0.590196,0.633333,0.548554,0.62549,0.591526,0.594118,0.405882,0.579925,0.582353,0.566667,0.645098,0.645098,0.378431,0.645098,0.660784
0.543137,0.586275,0.500274,0.582353,0.54325,0.543137,0.37451,0.532129,0.535294,0.543137,0.609804,0.609639,0.331373,0.609804,0.617647
0.5,0.543137,0.454418,0.539216,0.501625,0.507843,0.343137,0.489131,0.492157,0.515686,0.566667,0.566502,0.292157,0.566667,0.578431
0.460784,0.503922,0.415676,0.5,0.464512,0.468627,0.394118,0.448059,0.452941,0.488235,0.527451,0.527287,0.24902,0.527451,0.539216
0.398039,0.429412,0.347312,0.429412,0.397376,0.390196,0.362745,0.379483,0.386275,0.437255,0.456863,0.456698,0.209804,0.456863,0.476471
0.366667,0.394118,0.316547,0.398039,0.367963,0.503922,0.343137,0.349229,0.358824,0.417647,0.42549,0.42549,0.205882,0.42549,0.44902
0.339216,0.362745,0.289571,0.370588,0.341022,0.339216,0.715686,0.322596,0.331373,0.398039,0.398039,0.398039,0.198039,0.398039,0.417647
0.315686,0.335294,0.265609,0.343137,0.31719,0.437255,0.707843,0.297378,0.307843,0.378431,0.370588,0.370588,0.386275,0.370588,0.390196
0.296078,0.307843,0.245777,0.319608,0.296858,0.276471,0.684314,0.275162,0.288235,0.366667,0.347059,0.347059,0.170588,0.347059,0.370588
0.276471,0.284314,0.225371,0.3,0.276824,0.268627,0.672549,0.255098,0.264706,0.362745,0.327451,0.3271,0.339216,0.319608,0.347059
0.256863,0.260784,0.206686,0.276471,0.257626,0.366667,0.656863,0.23585,0.24902,0.362745,0.303922,0.303922,0.315686,0.303922,0.327451
0.237255,0.241176,0.190482,0.256863,0.239191,0.229412,0.641176,0.219234,0.229412,0.362745,0.284314,0.284314,0.135294,0.284314,0.307843
0.221569,0.221569,0.175382,0.241176,0.226117,0.201961,0.660784,0.203135,0.217647,0.362745,0.264706,0.264706,0.123529,0.264706,0.292157
0.429412,0.460784,0.379392,0.464706,0.42885,0.42549,0.382353,0.412001,0.417647,0.460784,0.492157,0.491992,0.229412,0.492157,0.507843
0.209804,0.201961,0.159391,0.22549,0.209064,0.303922,0.660784,0.188946,0.201961,0.362745,0.245098,0.245098,0.115686,0.245098,0.272549
0.64902,0.664706,0.618243,0.664706,0.720242,0.739216,0.445098,0.719977,0.645098,0.523529,0.688235,0.688235,0.57451,0.688235,0.7
0.594118,0.613725,0.563074,0.617647,0.670041,0.696078,0.378431,0.66964,0.590196,0.476471,0.629412,0.629412,0.511765,0.629412,0.64902
0.547059,0.562745,0.512859,0.566667,0.627376,0.652941,0.323529,0.629577,0.543137,0.527451,0.586275,0.586275,0.464706,0.586275,0.605882
0.507843,0.515686,0.46654,0.523529,0.594441,0.609804,0.307843,0.592024,0.5,0.5,0.547059,0.547059,0.429412,0.547059,0.562745
0.464706,0.472549,0.427156,0.484314,0.552823,0.578431,0.405882,0.552168,0.460784,0.472549,0.507843,0.507672,0.390196,0.507843,0.523529
0.398039,0.401961,0.35548,0.413725,0.485488,0.503922,0.362745,0.484669,0.390196,0.417647,0.437255,0.437084,0.339216,0.437255,0.456863
0.366667,0.366667,0.324753,0.382353,0.454875,0.476471,0.339216,0.453998,0.362745,0.398039,0.405882,0.405882,0.331373,0.405882,0.42549
0.339216,0.339216,0.297569,0.433333,0.430782,0.452941,0.315686,0.429905,0.335294,0.378431,0.378431,0.378431,0.296078,0.378431,0.398039
0.315686,0.307843,0.269539,0.398039,0.399226,0.421569,0.5,0.398188,0.307843,0.366667,0.35098,0.354713,0.288235,0.354902,0.370588
0.292157,0.284314,0.246627,0.382353,0.379453,0.401961,0.476471,0.378498,0.284314,0.362745,0.323529,0.327262,0.260784,0.327451,0.347059
0.268627,0.260784,0.226333,0.358824,0.355915,0.37451,0.452941,0.35492,0.264706,0.362745,0.303922,0.30374,0.252941,0.303922,0.323529
0.24902,0.237255,0.206302,0.339216,0.335661,0.35098,0.429412,0.33264,0.245098,0.366667,0.284314,0.284132,0.237255,0.284314,0.303922
0.233333,0.217647,0.190217,0.315686,0.313524,0.331373,0.409804,0.312463,0.229412,0.366667,0.264706,0.264524,0.272549,0.264706,0.284314
0.217647,0.198039,0.173457,0.3,0.298032,0.303922,0.390196,0.293086,0.209804,0.362745,0.245098,0.245098,0.252941,0.245098,0.264706
0.429412,0.437255,0.387727,0.44902,0.520393,0.543137,0.382353,0.519707,0.42549,0.445098,0.472549,0.472378,0.366667,0.472549,0.492157
0.201961,0.178431,0.157847,0.280392,0.27727,0.292157,0.370588,0.274212,0.194118,0.347059,0.22549,0.22549,0.209804,0.22549,0.245098
0.762745,0.805882,0.568547,0.805882,0.764477,0.856863,0.566667,0.747545,0.75098,0.641176,0.688235,0.688235,0.558824,0.688235,0.747059
0.731373,0.770588,0.512556,0.778431,0.733016,0.833333,0.566667,0.712692,0.719608,0.609804,0.629412,0.629412,0.672549,0.629412,0.723529
0.703922,0.735294,0.466513,0.75098,0.705255,0.798039,0.554902,0.678817,0.688235,0.586275,0.586275,0.586275,0.476471,0.586275,0.711765
0.676471,0.703922,0.422993,0.723529,0.679717,0.77451,0.543137,0.649175,0.660784,0.547059,0.547059,0.547059,0.460784,0.547059,0.7
0.652941,0.672549,0.382694,0.7,0.654879,0.747059,0.507843,0.622154,0.633333,0.515686,0.507843,0.511443,0.456863,0.507843,0.692157
0.613725,0.609804,0.316379,0.656863,0.614872,0.7,0.539216,0.572927,0.590196,0.547059,0.641176,0.646769,0.55098,0.652941,0.672549
0.598039,0.582353,0.286215,0.641176,0.599031,0.672549,0.562745,0.551709,0.570588,0.562745,0.621569,0.622578,0.527451,0.629412,0.660784
0.582353,0.554902,0.25844,0.617647,0.583278,0.652941,0.535294,0.529548,0.55098,0.558824,0.598039,0.599716,0.503922,0.605882,0.64902
0.562745,0.527451,0.234518,0.609804,0.567372,0.621569,0.543137,0.511538,0.535294,0.543137,0.578431,0.576872,0.480392,0.582353,0.637255
